,Nome,Idade,Cidade,Orgao1,Demanda1,Orgao2,Demanda2
756,Bernardo Carvalho,44,"Parque Gomes, 13
Vila Paquetá
74216520 Almeida / DF",detran,RENOVAÇÃO DA CNH SIMPLES,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
757,Gael Nogueira,34,"Favela Maria Luísa Pinto, 947
Bonfim
27539057 Fogaça de Silveira / MT",cinep,Concessão de Incentivo Locacional a Empresas,funade,Serviço de Informação ao Cidadão
758,Agatha da Costa,45,"Fazenda Oliveira
Vila Jardim Leblon
79251831 Almeida da Praia / TO",detran,PRIMEIRA HABILITAÇÃO,cagepa,LIGAÇÃO DE ÁGUA
759,Laís da Mota,48,"Avenida Araújo, 64
Vila Nova
49541-697 da Cruz / SC",sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA),cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO
760,Bruna Ferreira,37,"Fazenda Hadassa Viana, 852
Vila Independencia 3ª Seção
21241-211 Souza da Serra / RR",cinep,Concessão de Incentivo Fiscal a Empresas,cbmpb,Perícia de Incêndio e Explosão
761,Ana Vitória Macedo,46,"Núcleo Pedro Miguel Câmara, 5
Marajó
32302-542 Costa / PI",cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança,funade,Serviço Especializado em Triagem e Diagnóstico
762,Natália Pastor,39,"Passarela de Moreira, 75
Santa Sofia
31383-151 Fogaça / RR",cagepa,ATUALIZAÇÃO CADASTRAL,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
763,Sra. Mariana Barros,38,"Feira de Freitas
Guaratã
64357406 Fogaça da Serra / TO",cinep,Concessão de Incentivo Locacional a Empresas,detran,INDICAÇÃO DE CONDUTOR INFRATOR
764,Maya Almeida,35,"Jardim de Pacheco, 50
São José
20517043 Sampaio de Camargo / MT",funade,Serviço de Informação ao Cidadão,detran,PRIMEIRA HABILITAÇÃO
765,Caleb Barros,40,"Recanto Juan Montenegro, 71
Satelite
49216-878 Barros / RO",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,cinep,Concessão de Incentivo Fiscal a Empresas
766,Otto Pimenta,48,"Aeroporto Freitas, 27
Cônego Pinheiro 2ª Seção
22554-115 Nogueira / CE",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,cinep,Concessão de Incentivo Fiscal a Empresas
767,Benjamin Abreu,43,"Viaduto de Cavalcanti, 127
Bonfim
32282923 Correia do Amparo / BA",funade,Aquisição da Carteira de Passe Livre Intermunicipal,cagepa,ATUALIZAÇÃO CADASTRAL
768,Sra. Bruna Vasconcelos,41,"Ladeira Costela, 28
Varzea Da Palma
62575135 Câmara do Galho / CE",detran,INDICAÇÃO DE CONDUTOR INFRATOR,cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO
769,Caleb da Cunha,42,"Colônia Costa, 54
Anchieta
93056552 da Paz de Macedo / ES",cagepa,LIGAÇÃO DE ÁGUA,funade,Serviço de Informação ao Cidadão
770,Dr. Yuri Moura,29,"Residencial de Teixeira, 30
Conjunto Califórnia Ii
90326277 Nascimento de Minas / MA",funade,Serviço de Informação ao Cidadão,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
771,José da Mota,38,"Residencial Rafaela Ferreira
Mirante
27502780 Fernandes Paulista / RO",sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA),cagepa,ATUALIZAÇÃO CADASTRAL
772,Camila Caldeira,36,"Núcleo de Castro, 85
Vila Atila De Paiva
74074486 Carvalho / PB",cinep,Concessão de Incentivo Fiscal a Empresas,cbmpb,Perícia de Incêndio e Explosão
773,Leonardo Silva,37,"Estrada Maria Eduarda Borges, 888
Minas Caixa
08616926 da Cunha de Sampaio / DF",funade,Serviço de Informação ao Cidadão,cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO
774,Maria Isis da Rocha,39,"Aeroporto de da Cunha, 1
Marieta 3ª Seção
67323-271 Aragão de Rezende / SE",cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança,funade,Serviço de Informação ao Cidadão
775,Benicio Abreu,24,"Sítio Maria Luiza Viana, 309
Vila Paraíso
07466466 Teixeira de Cardoso / CE",detran,PRIMEIRA HABILITAÇÃO,sudema,Licença de Operação para Pesquisa Mineral
776,Eduarda Mendes,40,"Condomínio de Macedo
Vila São Dimas
56331-710 Pimenta da Mata / AM",detran,RENOVAÇÃO DA CNH SIMPLES,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
777,Emanuelly Almeida,37,"Colônia João Vitor Cirino, 8
Europa
35868-654 Marques de Pires / RJ",sudema,Licença de Operação para Pesquisa Mineral,cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO
778,Sr. Diogo Viana,35,"Quadra Farias, 4
Mala E Cuia
17178726 da Paz / RO",detran,PRIMEIRA HABILITAÇÃO,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
779,Emilly Viana,21,"Sítio Pedro Lucas Araújo, 39
São Gonçalo
25405221 Fernandes Paulista / RN",detran,RENOVAÇÃO DA CNH SIMPLES,sudema,Licença por Adesão e Compromisso
780,Dra. Maysa Machado,48,"Sítio de Lima
Nova Pampulha
37696-181 Duarte / RR",detran,PRIMEIRA HABILITAÇÃO,cbmpb,Socorro de Emergências
781,Leonardo Câmara,30,"Ladeira Vasconcelos, 35
Serra Verde
23620-275 Rodrigues das Flores / RS",funade,Aquisição da Carteira de Passe Livre Intermunicipal,cagepa,LIGAÇÃO DE ÁGUA
782,Thales Dias,37,"Estação de Pires, 98
Vila Pilar
84850-509 Lima de Cardoso / PE",detran,PRIMEIRA HABILITAÇÃO,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
783,Calebe Camargo,40,"Rodovia Mendes, 11
Alpes
33049250 Moreira do Campo / AC",detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO,detran,INDICAÇÃO DE CONDUTOR INFRATOR
784,Dr. Isaque Moreira,31,"Campo de Pastor, 80
Beira Linha
68341-476 Silveira / AC",detran,PRIMEIRA HABILITAÇÃO,cbmpb,Socorro de Emergências
785,Stella Pastor,38,"Feira Davi Luiz Ferreira, 7
Copacabana
13885-913 Rocha / PB",funade,Serviço Especializado em Triagem e Diagnóstico,cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO
786,Eduardo Cassiano,33,"Praça Marina da Conceição, 576
Vila Ecológica
06062098 Farias Alegre / RO",detran,INDICAÇÃO DE CONDUTOR INFRATOR,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
787,Rodrigo Barbosa,37,"Loteamento Arthur Rios, 278
Taquaril
64954-437 Gomes / AL",detran,INDICAÇÃO DE CONDUTOR INFRATOR,sudema,Licença de Operação para Pesquisa Mineral
788,João Lucas Caldeira,33,"Recanto de Carvalho, 5
Pilar
45312112 da Luz da Serra / AC",cbmpb,Perícia de Incêndio e Explosão,cinep,Concessão de Incentivo Locacional a Empresas
789,Apollo Almeida,43,"Conjunto de Castro, 556
Saudade
40791-867 Andrade do Amparo / ES",funade,Serviço Especializado em Triagem e Diagnóstico,detran,INDICAÇÃO DE CONDUTOR INFRATOR
790,Julia Ramos,35,"Estrada de Marques, 10
Barão Homem De Melo 1ª Seção
20334731 Lopes do Galho / GO",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,cinep,Concessão de Incentivo Locacional a Empresas
791,Luana Brito,41,"Chácara de Santos, 36
Parque São José
20584588 Silva da Serra / TO",cbmpb,Perícia de Incêndio e Explosão,cinep,Concessão de Incentivo Locacional a Empresas
792,Ana Carolina Vasconcelos,26,"Chácara de Azevedo
Bom Jesus
74113-845 Mendonça da Prata / MG",funade,Serviço Especializado em Triagem e Diagnóstico,detran,RENOVAÇÃO DA CNH SIMPLES
793,Ana Julia Santos,33,"Alameda de Sousa, 50
Xangri-Lá
35191539 Mendes do Galho / AL",cagepa,LIGAÇÃO DE ÁGUA,funade,Serviço Especializado em Triagem e Diagnóstico
794,Sr. Arthur Miguel Barbosa,35,"Largo Valentina Ribeiro
Palmares
80697617 Nascimento do Sul / CE",detran,RENOVAÇÃO DA CNH SIMPLES,cinep,Concessão de Incentivo Fiscal a Empresas
795,Lorenzo da Rosa,43,"Campo Brenda da Rocha, 6
Centro
01440-714 Cunha / MT",cbmpb,Perícia de Incêndio e Explosão,cinep,Concessão de Incentivo Locacional a Empresas
796,Sra. Yasmin Cavalcanti,38,"Parque de Farias, 11
Vila Ouro Minas
64901-358 Sampaio / CE",sudema,Licença por Adesão e Compromisso,funade,Serviço de Informação ao Cidadão
797,Julia Nogueira,33,"Chácara Leonardo Freitas, 10
Barreiro
40630693 Carvalho de Barbosa / AM",cagepa,ATUALIZAÇÃO CADASTRAL,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
798,Guilherme da Mota,42,"Sítio de Rezende, 903
Vila Independencia 3ª Seção
98606872 Lopes / PE",detran,INDICAÇÃO DE CONDUTOR INFRATOR,detran,PRIMEIRA HABILITAÇÃO
799,João Pedro Albuquerque,26,"Quadra Cavalcante, 345
Piratininga
73496-308 Gomes de Vargas / PR",cinep,Concessão de Incentivo Locacional a Empresas,detran,INDICAÇÃO DE CONDUTOR INFRATOR
800,Theo Novaes,18,"Conjunto Silveira, 85
Alto Vera Cruz
38251-726 Moreira / PI",detran,INDICAÇÃO DE CONDUTOR INFRATOR,funade,Serviço Especializado em Triagem e Diagnóstico
801,Raquel Fogaça,41,"Estrada Lima, 1
Ventosa
75200-848 Leão dos Dourados / AL",cbmpb,Socorro de Emergências,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
802,Luara Borges,42,"Rodovia de Costa, 9
Belmonte
57584016 Nogueira / AM",cagepa,LIGAÇÃO DE ÁGUA,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
803,Calebe Siqueira,38,"Praia de Viana
Vila Maria
36470103 Porto dos Dourados / RS",funade,Aquisição da Carteira de Passe Livre Intermunicipal,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
804,Ravi Gonçalves,44,"Travessa Nascimento, 759
Universitário
63393998 Pimenta / RR",detran,RENOVAÇÃO DA CNH SIMPLES,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
805,Maria Julia da Costa,19,"Trevo Emanuel Novais
Vila Mantiqueira
65215-858 Nascimento Grande / SE",cagepa,LIGAÇÃO DE ÁGUA,detran,PRIMEIRA HABILITAÇÃO
806,Maria Sophia Costa,47,"Vereda de Porto, 3
Teixeira Dias
84863-267 Cardoso / MT",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,funade,Serviço Especializado em Triagem e Diagnóstico
807,Breno Sales,46,"Viela de Rezende, 46
Jardim Guanabara
80297260 Vasconcelos / RS",detran,PRIMEIRA HABILITAÇÃO,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
808,Alana Brito,37,"Quadra Pedro Lucas Nunes, 2
Nova Vista
77026799 Fonseca das Pedras / PB",detran,INDICAÇÃO DE CONDUTOR INFRATOR,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
809,Dr. Luiz Henrique da Costa,36,"Rodovia de Novaes, 5
Dom Bosco
72393-829 Barbosa / BA",cagepa,ATUALIZAÇÃO CADASTRAL,detran,INDICAÇÃO DE CONDUTOR INFRATOR
810,Ana Clara Cassiano,48,"Passarela Moreira, 73
Coqueiros
62110520 da Mata da Mata / MA",detran,RENOVAÇÃO DA CNH SIMPLES,cagepa,ATUALIZAÇÃO CADASTRAL
811,Sr. João Lucas Novais,18,"Rua de Nascimento
Vila Califórnia
85911-886 Rodrigues do Amparo / BA",detran,RENOVAÇÃO DA CNH SIMPLES,cagepa,LIGAÇÃO DE ÁGUA
812,Enrico Martins,18,"Esplanada de Carvalho, 42
Satelite
11766931 Barbosa / GO",cagepa,LIGAÇÃO DE ÁGUA,sudema,Licença de Operação para Pesquisa Mineral
813,Giovanna Pacheco,47,"Jardim Andrade, 2
Anchieta
18223653 Cavalcante de Goiás / ES",detran,RENOVAÇÃO DA CNH SIMPLES,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
814,Maria Liz Farias,49,"Esplanada de da Paz, 354
São Lucas
83777860 Rezende / MG",detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO,cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO
815,Lorena Garcia,26,"Esplanada da Luz, 77
Jaraguá
41548-074 Rios / AP",funade,Serviço de Informação ao Cidadão,funade,Aquisição da Carteira de Passe Livre Intermunicipal
816,Vitor Hugo Cavalcanti,42,"Rodovia Rebeca Montenegro, 5
Santa Cruz
66619-887 Vasconcelos / AL",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
817,Luana Nogueira,55,"Lago de Montenegro, 53
Vila Califórnia
78026-383 Almeida Verde / TO",cagepa,LIGAÇÃO DE ÁGUA,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
818,João Vitor Cavalcanti,25,"Passarela de Siqueira
Vila Pinho
14997304 Azevedo / AM",cagepa,ATUALIZAÇÃO CADASTRAL,funade,Serviço de Informação ao Cidadão
819,Antonella Fonseca,28,"Alameda de Nogueira, 38
Distrito Industrial Do Jatoba
17349412 da Cunha / MS",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
820,Dr. Matheus Cavalcante,24,"Alameda de Novaes, 90
Camponesa 1ª Seção
80784246 Novaes / MA",sudema,Licença por Adesão e Compromisso,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
821,Isaac Cavalcante,25,"Estação de Mendes, 42
Nossa Senhora Da Conceição
29730-546 Carvalho Alegre / MA",detran,INDICAÇÃO DE CONDUTOR INFRATOR,detran,RENOVAÇÃO DA CNH SIMPLES
822,Larissa Silva,30,"Praça Vieira, 45
Mariquinhas
63631245 Nogueira da Praia / AM",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,funade,Serviço de Informação ao Cidadão
823,Theodoro Monteiro,20,"Parque de Pacheco, 121
Mineirão
57089-707 Fernandes da Praia / BA",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,funade,Serviço Especializado em Triagem e Diagnóstico
824,Lorenzo Sampaio,37,"Núcleo Alícia Guerra, 121
São Lucas
67507-699 Pimenta de Fernandes / RS",funade,Aquisição da Carteira de Passe Livre Intermunicipal,funade,Serviço de Informação ao Cidadão
825,Marcelo Nascimento,60,"Quadra Oliver Albuquerque, 63
Nossa Senhora Aparecida
91165-992 Rezende do Sul / AM",cinep,Concessão de Incentivo Fiscal a Empresas,detran,RENOVAÇÃO DA CNH SIMPLES
826,Jade Moura,32,"Fazenda Enrico da Conceição, 34
Dom Cabral
47336757 Montenegro do Oeste / BA",detran,RENOVAÇÃO DA CNH SIMPLES,cagepa,ATUALIZAÇÃO CADASTRAL
827,Giovanna Pimenta,23,"Recanto da Costa, 89
Vila Antena Montanhês
18387-848 Jesus do Galho / RN",sudema,Licença por Adesão e Compromisso,cinep,Concessão de Incentivo Locacional a Empresas
828,Thales Fonseca,41,"Trecho Vargas, 18
Santa Efigênia
56747740 Cardoso de Jesus / ES",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,cbmpb,Socorro de Emergências
829,Dr. Caio Caldeira,39,"Pátio de Cardoso, 65
Vila Nossa Senhora Do Rosário
71380010 Novaes das Flores / PA",funade,Serviço Especializado em Triagem e Diagnóstico,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
830,Luiz Henrique Pinto,25,"Vale Moraes, 3
União
48534-932 Farias / RN",cbmpb,Perícia de Incêndio e Explosão,sudema,Licença por Adesão e Compromisso
831,Larissa Rocha,33,"Colônia de Moura, 46
Madre Gertrudes
43241127 Barbosa de Cavalcante / MA",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,detran,PRIMEIRA HABILITAÇÃO
832,Caroline Campos,32,"Largo Davi Miguel Freitas, 278
São Benedito
01648951 Moreira / TO",cbmpb,Socorro de Emergências,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
833,Pietro Araújo,43,"Largo Luna Lima, 1
São Lucas
67934-374 da Costa do Sul / RN",cinep,Concessão de Incentivo Locacional a Empresas,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
834,Lavínia Fogaça,42,"Residencial José Nogueira
Candelaria
81362-263 da Cruz dos Dourados / AP",funade,Serviço de Informação ao Cidadão,cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO
835,Ísis Farias,40,"Colônia Campos, 66
Vila Bandeirantes
88877469 Cardoso / TO",funade,Serviço Especializado em Triagem e Diagnóstico,detran,INDICAÇÃO DE CONDUTOR INFRATOR
836,Maria Fernanda Costela,33,"Trecho de Rodrigues, 651
Parque São José
25546-503 Castro / SC",funade,Aquisição da Carteira de Passe Livre Intermunicipal,cbmpb,Socorro de Emergências
837,Evelyn Porto,43,"Trecho Fonseca, 10
Santa Lúcia
57859887 Nogueira das Pedras / DF",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,detran,PRIMEIRA HABILITAÇÃO
838,Bruno Novaes,45,"Travessa Casa Grande, 53
Vila Olhos D'água
53534500 Cunha / PB",detran,RENOVAÇÃO DA CNH SIMPLES,cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO
839,Josué Novais,26,"Colônia de Costela, 87
Alpes
23485-141 da Cunha / RR",cinep,Concessão de Incentivo Fiscal a Empresas,detran,RENOVAÇÃO DA CNH SIMPLES
840,José Pedro Pires,55,"Praça das Neves, 14
Vila Da Paz
06533-474 da Mata de Campos / AM",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,funade,Serviço de Informação ao Cidadão
841,Théo da Rosa,41,"Pátio de Correia, 64
Coração Eucarístico
52325-628 Azevedo / MT",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,cinep,Concessão de Incentivo Locacional a Empresas
842,Jade Castro,29,"Pátio Leão
Vila Esplanada
40018-986 Vieira / AC",detran,PRIMEIRA HABILITAÇÃO,detran,INDICAÇÃO DE CONDUTOR INFRATOR
843,Isaac Cassiano,27,"Setor de Moraes, 51
João Alfredo
19951137 Nascimento / SC",cagepa,ATUALIZAÇÃO CADASTRAL,detran,PRIMEIRA HABILITAÇÃO
844,Maria Laura Camargo,39,"Avenida Elisa Montenegro
Andiroba
53960823 Fonseca do Oeste / MA",detran,INDICAÇÃO DE CONDUTOR INFRATOR,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
845,Ravy Cavalcante,29,"Largo Pires, 22
Alípio De Melo
41308178 Duarte das Pedras / AM",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,sudema,Licença de Operação para Pesquisa Mineral
846,Ágatha Casa Grande,34,"Parque Erick Melo, 10
Nova Esperança
01975-133 Cunha / RJ",sudema,Licença de Operação para Pesquisa Mineral,detran,PRIMEIRA HABILITAÇÃO
847,Kevin Macedo,21,"Passarela Cardoso, 5
Vila Nova
19052-778 Cassiano / RO",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,cinep,Concessão de Incentivo Fiscal a Empresas
848,Dra. Manuela Marques,41,"Área Agatha Fogaça, 12
Vila Real 1ª Seção
79559-002 Borges das Flores / RR",detran,PRIMEIRA HABILITAÇÃO,detran,INDICAÇÃO DE CONDUTOR INFRATOR
849,Isabella Fogaça,40,"Conjunto de Cirino, 11
Camponesa 1ª Seção
07465862 Cavalcanti de Rios / SP",cbmpb,Socorro de Emergências,funade,Aquisição da Carteira de Passe Livre Intermunicipal
850,Luísa Gonçalves,32,"Rodovia Vitor Hugo Nascimento, 551
Confisco
98624-987 Barbosa das Pedras / RS",detran,RENOVAÇÃO DA CNH SIMPLES,funade,Serviço de Informação ao Cidadão
851,Dr. Vinicius Sampaio,42,"Rodovia Luna Vieira, 64
Cônego Pinheiro 2ª Seção
74921915 da Paz / AP",cbmpb,Perícia de Incêndio e Explosão,detran,PRIMEIRA HABILITAÇÃO
852,Bryan Brito,26,"Conjunto Freitas, 7
São Vicente
36667474 Barbosa / RJ",cbmpb,Perícia de Incêndio e Explosão,funade,Serviço Especializado em Triagem e Diagnóstico
853,Lunna da Luz,33,"Chácara de Nascimento, 53
Vale Do Jatoba
79436-479 da Mata Verde / AP",cbmpb,Perícia de Incêndio e Explosão,cinep,Concessão de Incentivo Fiscal a Empresas
854,Ana Julia Araújo,25,"Largo de Guerra, 92
Vila Fumec
52260767 Moraes de Oliveira / ES",detran,INDICAÇÃO DE CONDUTOR INFRATOR,funade,Serviço Especializado em Triagem e Diagnóstico
855,Gabriela Rocha,25,"Lago de Caldeira
Aguas Claras
46038-708 Fonseca / MA",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,cagepa,ATUALIZAÇÃO CADASTRAL
856,José Pedro Machado,31,"Distrito Larissa Campos, 15
Alpes
07914-608 Pastor / MS",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,detran,RENOVAÇÃO DA CNH SIMPLES
857,Murilo Brito,26,"Condomínio Henry Gabriel Cunha, 47
Nossa Senhora Do Rosário
90510-710 Lima Alegre / AC",sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA),funade,Aquisição da Carteira de Passe Livre Intermunicipal
858,Murilo Pacheco,36,"Chácara Heloisa Gomes, 70
Olhos D'água
14601326 Ferreira de Martins / GO",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,detran,INDICAÇÃO DE CONDUTOR INFRATOR
859,Dr. André Fernandes,45,"Estação Letícia Sousa, 34
São João Batista
75671167 Rezende / RN",cagepa,LIGAÇÃO DE ÁGUA,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
860,Isis Araújo,38,"Residencial Valentina Almeida, 61
Lorena
13598761 Peixoto do Galho / SP",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,funade,Serviço Especializado em Triagem e Diagnóstico
861,Melina Sampaio,38,"Estrada Ferreira, 145
Vila Trinta E Um De Março
75341848 da Paz / RJ",cagepa,ATUALIZAÇÃO CADASTRAL,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
862,Dra. Mariah Farias,33,"Área Rocha, 63
São Pedro
28314-161 Freitas / PR",sudema,Licença de Operação para Pesquisa Mineral,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
863,Nicole Cardoso,32,"Quadra de Albuquerque, 30
Mantiqueira
55674539 da Cruz / AM",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,funade,Serviço de Informação ao Cidadão
864,Luana da Cruz,22,"Colônia Costela, 15
Calafate
73705-795 Moraes Alegre / AL",cagepa,ATUALIZAÇÃO CADASTRAL,detran,INDICAÇÃO DE CONDUTOR INFRATOR
865,Maria Helena Vargas,18,"Alameda Souza, 329
Vera Cruz
98114933 Andrade / SE",sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA),cagepa,LIGAÇÃO DE ÁGUA
866,Alana Fonseca,28,"Chácara Arthur Miguel Gonçalves, 32
Serra Verde
76112164 Abreu / RO",cinep,Concessão de Incentivo Locacional a Empresas,detran,PRIMEIRA HABILITAÇÃO
867,Sra. Maria Liz Novais,44,"Campo de Pimenta
Novo São Lucas
00054-042 Vargas Grande / MT",cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança,cbmpb,Perícia de Incêndio e Explosão
868,Sr. Raul Moraes,37,"Residencial de Pires
União
84064863 Duarte / TO",cinep,Concessão de Incentivo Locacional a Empresas,detran,INDICAÇÃO DE CONDUTOR INFRATOR
869,Dra. Allana Nunes,32,"Fazenda da Cunha, 29
Pantanal
69825-303 Pereira do Oeste / RN",cbmpb,Socorro de Emergências,sudema,Licença por Adesão e Compromisso
870,Emanuella Lopes,35,"Avenida Cecília Sá, 219
Conjunto Novo Dom Bosco
14134-279 da Conceição / GO",detran,INDICAÇÃO DE CONDUTOR INFRATOR,cinep,Concessão de Incentivo Fiscal a Empresas
871,Eduarda Pires,34,"Colônia Gael Dias, 40
Vila Atila De Paiva
81632477 Fernandes do Amparo / RR",cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança,funade,Serviço de Informação ao Cidadão
872,Marcela Ribeiro,26,"Estrada de da Rosa, 84
Vila Maria
18337729 Fogaça da Mata / RR",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
873,Gabriel Pinto,43,"Viaduto Samuel Montenegro
Nova America
30564539 Costa / DF",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,cagepa,ATUALIZAÇÃO CADASTRAL
874,Esther da Costa,38,"Largo Paulo Farias, 96
Solimoes
89159517 Duarte / RR",cinep,Concessão de Incentivo Locacional a Empresas,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
875,Emilly Almeida,50,"Estrada Davi Miguel Macedo, 61
Santa Isabel
25077758 Albuquerque do Norte / PE",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,cagepa,LIGAÇÃO DE ÁGUA
876,João Lucas Vargas,21,"Morro Marques, 88
Europa
92044962 Porto / PR",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO
877,Francisco Abreu,24,"Viaduto de Peixoto, 46
Laranjeiras
35071491 Farias do Sul / RO",detran,PRIMEIRA HABILITAÇÃO,cinep,Concessão de Incentivo Fiscal a Empresas
878,Milena da Luz,18,"Praia Macedo, 16
Baleia
56685519 Farias de Goiás / GO",cinep,Concessão de Incentivo Locacional a Empresas,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
879,Dr. Antônio Guerra,30,"Estrada de Mendonça, 634
Vila Piratininga Venda Nova
58104581 Macedo / AM",cbmpb,Socorro de Emergências,funade,Serviço Especializado em Triagem e Diagnóstico
880,Breno da Rosa,46,"Ladeira Juliana Melo, 73
São Salvador
99978-951 Araújo Verde / MG",sudema,Licença de Operação para Pesquisa Mineral,detran,INDICAÇÃO DE CONDUTOR INFRATOR
881,André Macedo,26,"Vale Costa, 26
Dom Cabral
15402-008 Pastor / ES",detran,INDICAÇÃO DE CONDUTOR INFRATOR,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
882,Lara Pacheco,30,"Morro Souza, 57
Unidas
91964-129 da Luz Paulista / AP",sudema,Licença por Adesão e Compromisso,detran,PRIMEIRA HABILITAÇÃO
883,Carolina Fernandes,29,"Esplanada Luana Jesus, 4
Nova Vista
80259733 da Costa da Praia / CE",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,funade,Aquisição da Carteira de Passe Livre Intermunicipal
884,Ana Laura da Mata,53,"Esplanada José Pedro Rodrigues, 8
Vila Mantiqueira
84689425 Oliveira Verde / PR",detran,PRIMEIRA HABILITAÇÃO,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
